Title,Artist,Album,Track,Year,Length,Size,Last Modified,Path,Filename,Genre
"Harpsichord Concerto No. 1 in D Minor, BWV 1052 II. Adagio",Bach,Big Bach Set,35,2012,344,9.42 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"35 Harpsichord Concerto No. 1 in D Minor, BWV 1052 II. Adagio.mp3",Classical
"Concerto for Three Harpsichords C Major, BWV 1064 II. Adagio",Bach,Big Bach Set,56,2012,345,9.27 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"56 Concerto for Three Harpsichords C Major, BWV 1064 II. Adagio.mp3",Classical
"Concerto for Two Harpsichords in C Major, BWV 1061 III. Fuga",Bach,Big Bach Set,48,2012,351,9.99 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"48 Concerto for Two Harpsichords in C Major, BWV 1061 III. Fuga.mp3",Classical
"Brandenburg Concerto No. 3 in G Major, BWV1048 ii. Cadenza and iii. Allegro assai",Bach,Big Bach Set,109,2012,352,9.46 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"109 Brandenburg Concerto No. 3 in G Major, BWV1048 ii. Cadenza and iii. Allegro assai.mp3",Classical
"Brandenburg Concerto No. 3 in G Major, BWV1048 i. Allegro moderato",Bach,Big Bach Set,108,2012,353,9.57 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"108 Brandenburg Concerto No. 3 in G Major, BWV1048 i. Allegro moderato.mp3",Classical
"Concerto for Three Harpsichords in D Minor, BWV 1063 III. Allegro",Bach,Big Bach Set,54,2012,354,8.48 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"54 Concerto for Three Harpsichords in D Minor, BWV 1063 III. Allegro.mp3",Classical
"Sonata in B Minor for Flute and Harpsichord in B Minor, BWV 1030 III. Presto – giga",Bach,Big Bach Set,63,2012,355,9.08 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"63 Sonata in B Minor for Flute and Harpsichord in B Minor, BWV 1030 III. Presto – giga.mp3",Classical
Mass in B Minor - Domine Deus,Bach,Big Bach Set,8,2012,358,9.93 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,08 Mass in B Minor - Domine Deus.mp3,Classical
Mass in B Minor - Et In Spiritum Sanctum,Bach,Big Bach Set,19,2012,362,10.17 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,19 Mass in B Minor - Et In Spiritum Sanctum.mp3,Classical
"Concerto for Two Harpsichords in C Minor, BWV 1062 II. Andante",Bach,Big Bach Set,50,2012,364,10.47 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"50 Concerto for Two Harpsichords in C Minor, BWV 1062 II. Andante.mp3",Classical
Mass in B Minor - Christe Eleison,Bach,Big Bach Set,2,2012,367,10.67 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,02 Mass in B Minor - Christe Eleison.mp3,Classical
"Concerto for Three Harpsichords C Major, BWV 1064 I. Allegro",Bach,Big Bach Set,55,2012,392,11.80 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"55 Concerto for Three Harpsichords C Major, BWV 1064 I. Allegro.mp3",Classical
"Brandenburg Concerto No. 6 in B-flat Major, BWV1051 i. Allegro",Bach,Big Bach Set,116,2012,396,10.46 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"116 Brandenburg Concerto No. 6 in B-flat Major, BWV1051 i. Allegro.mp3",Classical
"Brandenburg Concerto No. 4 in G Major, BWV1049 i. Allegro",Bach,Big Bach Set,110,2012,416,11.07 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"110 Brandenburg Concerto No. 4 in G Major, BWV1049 i. Allegro.mp3",Classical
"Brandenburg Concerto No. 1 in F Major, BWV1046 iv. Menuetto. Trio 1. Menuetto. Polacca. Menuetto. Trio 2. Menuetto",Bach,Big Bach Set,104,2012,429,11.53 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"104 Brandenburg Concerto No. 1 in F Major, BWV1046 iv. Menuetto. Trio 1. Menuetto. Polacca. Menuetto. Trio 2. Menuetto.mp3",Classical
"Concerto for Two Harpsichords in C Major, BWV 1061 I. Allegro",Bach,Big Bach Set,46,2012,440,12.39 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"46 Concerto for Two Harpsichords in C Major, BWV 1061 I. Allegro.mp3",Classical
"Orchestral Suite No. 1 in C Major, BWV1066 1. Overture",Bach,Big Bach Set,77,2012,455,8.62 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"77 Orchestral Suite No. 1 in C Major, BWV1066 1. Overture.mp3",Classical
"Harpsichord Concerto No. 1 in D Minor, BWV 1052 I. Allegro",Bach,Big Bach Set,34,2012,466,13.62 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"34 Harpsichord Concerto No. 1 in D Minor, BWV 1052 I. Allegro.mp3",Classical
"Harpsichord Concerto No. 1 in D Minor, BWV 1052 III. Allegro",Bach,Big Bach Set,36,2012,490,14.05 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"36 Harpsichord Concerto No. 1 in D Minor, BWV 1052 III. Allegro.mp3",Classical
"Sonata in B Minor for Flute and Harpsichord in B Minor, BWV 1030 I. Andante",Bach,Big Bach Set,61,2012,499,13.01 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"61 Sonata in B Minor for Flute and Harpsichord in B Minor, BWV 1030 I. Andante.mp3",Classical
"Orchestral Suite No. 3 in D, BWV1068 1. Overture",Bach,Big Bach Set,91,2012,525,9.98 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"91 Orchestral Suite No. 3 in D, BWV1068 1. Overture.mp3",Classical
"Orchestral Suite No.2 in B Minor, BWV1067 1. Overture",Bach,Big Bach Set,84,2012,538,14.14 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"84 Orchestral Suite No.2 in B Minor, BWV1067 1. Overture.mp3",Classical
"Orchestral Suite No. 4 in D, BWV1069 1. Overture",Bach,Big Bach Set,96,2012,578,15.38 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"96 Orchestral Suite No. 4 in D, BWV1069 1. Overture.mp3",Classical
"Brandenburg Concerto No. 5 in D Major, BWV1050 i. Allegro",Bach,Big Bach Set,113,2012,635,17.66 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,"113 Brandenburg Concerto No. 5 in D Major, BWV1050 i. Allegro.mp3",Classical
Mass in B Minor Missa - Kyrie Eleison,Bach,Big Bach Set,1,2012,758,23.48 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,01 Mass in B Minor Missa - Kyrie Eleison.mp3,Classical
Partita No. 2 V. Chaconne,Bach,Big Bach Set,33,2012,967,17.06 MB,4/15/2012,D:\Music Library\Music (VBR)\Bach\Big Bach Set\,33 Partita No. 2 V. Chaconne.mp3,Classical
Molto vivace,Beethoven,Symphonie Nr. 9,2,2001,704,16.52 MB,4/1/2011,D:\Music Library\Music\Beethoven\Symphonie Nr. 9\,02 Molto vivace.mp3,Classical
Adagio molto e cantabile,Beethoven,Symphonie Nr. 9,3,2001,822,19.19 MB,4/1/2011,D:\Music Library\Music\Beethoven\Symphonie Nr. 9\,03 Adagio molto e cantabile.mp3,Classical
Allegro ma non troppo,Beethoven,Symphonie Nr. 9,1,2001,859,19.93 MB,4/1/2011,D:\Music Library\Music\Beethoven\Symphonie Nr. 9\,01 Allegro ma non troppo.mp3,Classical
Presto Allegro assai,Beethoven,Symphonie Nr. 9,4,2001,1419,31.74 MB,4/1/2011,D:\Music Library\Music\Beethoven\Symphonie Nr. 9\,04 Presto Allegro assai.mp3,Classical
Hosanna Filio David. Antiphonal (Modo VII),Benedictine Monks of Santo Domingo de Silos,Chant,19,1994,42,918.66 KB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,19 Hosanna filio David · Antiphonal (Modo VII).mp3,Classical
"Kyrie XI, A. (Modo I)",Benedictine Monks of Santo Domingo de Silos,Chant,10,1994,66,1.45 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,"10 Kyrie XI, A · (Modo I).mp3",Classical
Mandatum Novum Do Vobis. Antiphonal and Psalm 132 (Modo III),Benedictine Monks of Santo Domingo de Silos,Chant,4,1994,101,2.15 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,04 Mandatum novum do vobis · Antiphonal and Psalm 132 (Modo III).mp3,Classical
Puer Natus in Bethlehem. Ritmo (Modo I),Benedictine Monks of Santo Domingo de Silos,Chant,11,1994,119,2.60 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,11 Puer natus in Bethlehem · Ritmo (Modo I).mp3,Classical
Laetatus Sum Gradual (Modo VII),Benedictine Monks of Santo Domingo de Silos,Chant,9,1994,138,2.95 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,09 Laetatus sum · Gradual (Modo VII).mp3,Classical
Improperium. Offertorio (Modo VIII),Benedictine Monks of Santo Domingo de Silos,Chant,8,1994,156,3.39 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,08 Improperium · Offertorio (Modo VIII).mp3,Classical
Christus Factus Est Pro Nobis. Gradual (Modo V),Benedictine Monks of Santo Domingo de Silos,Chant,3,1994,160,3.39 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,03 Christus factus est pro nobis · Gradual (Modo V).mp3,Classical
Veni Sancte Spiritus. Sequenza (Modo I),Benedictine Monks of Santo Domingo de Silos,Chant,18,1994,162,3.51 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,18 Veni sancte spiritus · Sequenza (Modo I).mp3,Classical
Os Iusti. Gradual (Modo I),Benedictine Monks of Santo Domingo de Silos,Chant,2,1994,170,3.57 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,02 Os iusti · Gradual (Modo I).mp3,Classical
Genuit Puerpera Regem. Antiphonal and Psalm 99 (Modo II),Benedictine Monks of Santo Domingo de Silos,Chant,14,1994,177,3.75 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,14 Genuit puerpera regem · Antiphonal and Psalm 99 (Modo II).mp3,Classical
"Alleluia, Beatus Vir Qui Suffert. (Modo I)",Benedictine Monks of Santo Domingo de Silos,Chant,6,1994,190,3.99 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,"06 Alleluia, beatus vir qui suffert · (Modo I).mp3",Classical
Occuli Omnium. Gradual (Modo VII),Benedictine Monks of Santo Domingo de Silos,Chant,15,1994,202,4.27 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,15 Occuli omnium · Gradual (Modo VII).mp3,Classical
Jacta Cogitatum Tuum. Gradual (Modo VII),Benedictine Monks of Santo Domingo de Silos,Chant,12,1994,214,4.64 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,12 Jacta cogitatum tuum · Gradual (Modo VII).mp3,Classical
Puer natus est nobis · Introit (Modo VII),Benedictine Monks of Santo Domingo de Silos,Chant,1,1994,217,4.58 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,01 Puer natus est nobis · Introit (Modo VII).mp3,Classical
Spiritus Domini. Introit. (Modo VIII),Benedictine Monks of Santo Domingo de Silos,Chant,7,1994,227,4.78 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,07 Spiritus domini · Introit (Modo VIII).mp3,Classical
Kyrie Fons Bonitatis. Trope (Modo III),Benedictine Monks of Santo Domingo de Silos,Chant,17,1994,240,5.13 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,17 Kyrie fons bonitatis · Trope (Modo III).mp3,Classical
Verbum Caro Factum Est. Responsorio (Modo VIII),Benedictine Monks of Santo Domingo de Silos,Chant,13,1994,245,5.38 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,13 Verbum caro factum est · Responsorio (Modo VIII).mp3,Classical
Ave Mundi Spes Maria. Sequenza (Modos VII y VIII),Benedictine Monks of Santo Domingo de Silos,Chant,16,1994,259,5.50 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,16 Ave mundi spes Maria · Sequenza (Modos VII y VIII).mp3,Classical
Media Vita in Morte Sumus. Responsorio (Modo IV),Benedictine Monks of Santo Domingo de Silos,Chant,5,1994,371,7.88 MB,4/1/2011,D:\Music Library\Music\The Benedictine Monks of Santo Domingo de Silos\Chant\,05 Media vita in morte sumus · Responsorio (Modo IV).mp3,Classical
"Piano Sonata No. 18 in E-flat Major, Op. 31, No. 3 ('The Hunt'): ii. Scherzo: Allegro vivace",Bruce Hungerford,Big Beethoven Box,174/176,2012,321,9.39 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"174 - Piano Sonata No. 18 in E-flat Major, Op. 31, No. 3 ('The Hunt')_ ii. Scherzo_ Allegro vivace.mp3",Classical
"Piano Sonata No. 18 in E-flat Major, Op. 31, No. 3 ('The Hunt'): iii. Menuetto: Moderato e grazioso",Bruce Hungerford,Big Beethoven Box,175/176,2012,267,7.91 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"175 - Piano Sonata No. 18 in E-flat Major, Op. 31, No. 3 ('The Hunt')_ iii. Menuetto_ Moderato e grazioso.mp3",Classical
"Piano Sonata No. 18 in E-flat Major, Op. 31, No. 3 ('The Hunt'): iv. Presto con fuoco",Bruce Hungerford,Big Beethoven Box,176/176,2012,307,9.20 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"176 - Piano Sonata No. 18 in E-flat Major, Op. 31, No. 3 ('The Hunt')_ iv. Presto con fuoco.mp3",Classical
"Piano Sonata No. 25 in G Major, Op. 79 ('Cuckoo'): iii. Vivace",Bruce Hungerford,Big Beethoven Box,161/176,2012,110,3.50 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"161 - Piano Sonata No. 25 in G Major, Op. 79 ('Cuckoo')_ iii. Vivace.mp3",Classical
"Piano Sonata No. 31 in A-flat Major, Op. 110: ii. Allegro molto",Bruce Hungerford,Big Beethoven Box,53/176,2012,122,3.78 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"53 - Piano Sonata No. 31 in A-flat Major, Op. 110_ ii. Allegro molto.mp3",Classical
"Piano Sonata No. 14 in C# Minor, Op. 27, No.2 ('Moonlight'): ii. Allegretto",Bruce Hungerford,Big Beethoven Box,43/176,2012,131,4.09 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"43 - Piano Sonata No. 14 in C# Minor, Op. 27, No.2 ('Moonlight')_ ii. Allegretto.mp3",Classical
"Piano Sonata No. 30 in E Major, Op. 109: ii. Prestissimo",Bruce Hungerford,Big Beethoven Box,50/176,2012,143,4.64 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"50 - Piano Sonata No. 30 in E Major, Op. 109_ ii. Prestissimo.mp3",Classical
"Piano Sonata No.12 in A-flat Major, Op.26 ('Funeral March'): ii. Scherzo and Trio: Allegro molto",Bruce Hungerford,Big Beethoven Box,163/176,2012,161,5.11 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"163 - Piano Sonata No.12 in A-flat Major, Op.26 ('Funeral March')_ ii. Scherzo and Trio_ Allegro molto.mp3",Classical
"Piano Sonata No. 24 in F-sharp Major, Op.78 ('For Therese'): ii. Allegro vivace",Bruce Hungerford,Big Beethoven Box,48/176,2012,176,5.55 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"48 - Piano Sonata No. 24 in F-sharp Major, Op.78 ('For Therese')_ ii. Allegro vivace.mp3",Classical
"Piano Sonata No.12 in A-flat Major, Op.26 ('Funeral March'): iv. Rondo: Allegro",Bruce Hungerford,Big Beethoven Box,165/176,2012,189,5.26 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"165 - Piano Sonata No.12 in A-flat Major, Op.26 ('Funeral March')_ iv. Rondo_ Allegro.mp3",Classical
"Piano Sonata No. 25 in G Major, Op. 79 ('Cuckoo'): ii. Andante",Bruce Hungerford,Big Beethoven Box,160/176,2012,200,5.91 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"160 - Piano Sonata No. 25 in G Major, Op. 79 ('Cuckoo')_ ii. Andante.mp3",Classical
"Piano Sonata No. 31 in A-flat Major, Op. 110: iii. Adagio ma non troppo: Arioso dolente",Bruce Hungerford,Big Beethoven Box,54/176,2012,220,6.38 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"54 - Piano Sonata No. 31 in A-flat Major, Op. 110_ iii. Adagio ma non troppo_ Arioso dolente.mp3",Classical
"Piano Sonata No. 30 in E Major, Op. 109: i. Vivace, ma non troppo",Bruce Hungerford,Big Beethoven Box,49/176,2012,222,6.81 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"49 - Piano Sonata No. 30 in E Major, Op. 109_ i. Vivace, ma non troppo.mp3",Classical
"Piano Sonata No. 8 in C Minor, Op. 13 ('Pathétique') iii. Rondo: Allegro",Bruce Hungerford,Big Beethoven Box,15/176,2012,281,7.86 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"15 - Piano Sonata No. 8 in C Minor, Op. 13 ('Pathétique') iii. Rondo_ Allegro.mp3",Classical
"Piano Sonata No. 25 in G Major, Op. 79 ('Cuckoo'): i. Presto alla tedesca",Bruce Hungerford,Big Beethoven Box,159/176,2012,286,8.89 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"159 - Piano Sonata No. 25 in G Major, Op. 79 ('Cuckoo')_ i. Presto alla tedesca.mp3",Classical
"Piano Sonata No. 8 in C Minor, Op. 13 ('Pathétique') ii. Adagio cantabile",Bruce Hungerford,Big Beethoven Box,14/176,2012,331,8.95 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"14 - Piano Sonata No. 8 in C Minor, Op. 13 ('Pathétique') ii. Adagio cantabile.mp3",Classical
"Piano Sonata No. 14 in C# Minor, Op. 27, No.2 ('Moonlight'): i. Adagio sostenuto",Bruce Hungerford,Big Beethoven Box,42/176,2012,353,10.25 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"42 - Piano Sonata No. 14 in C# Minor, Op. 27, No.2 ('Moonlight')_ i. Adagio sostenuto.mp3",Classical
"Piano Sonata No.12 in A-flat Major, Op.26 ('Funeral March'): iii. Marcia funebre sulla morte d'un eroe",Bruce Hungerford,Big Beethoven Box,164/176,2012,372,11.26 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"164 - Piano Sonata No.12 in A-flat Major, Op.26 ('Funeral March')_ iii. Marcia funebre sulla morte d'un eroe.mp3",Classical
"Piano Sonata No. 31 in A-flat Major, Op. 110: iv. Fuga: Allegro ma non troppo",Bruce Hungerford,Big Beethoven Box,55/176,2012,384,11.24 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"55 - Piano Sonata No. 31 in A-flat Major, Op. 110_ iv. Fuga_ Allegro ma non troppo.mp3",Classical
"Piano Sonata No. 31 in A-flat Major, Op. 110: i. Moderato cantabile, molto espressivo",Bruce Hungerford,Big Beethoven Box,52/176,2012,392,11.82 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"52 - Piano Sonata No. 31 in A-flat Major, Op. 110_ i. Moderato cantabile, molto espressivo.mp3",Classical
"Piano Sonata No. 14 in C# Minor, Op. 27, No.2 ('Moonlight'): iii. Presto agitato",Bruce Hungerford,Big Beethoven Box,44/176,2012,410,12.70 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"44 - Piano Sonata No. 14 in C# Minor, Op. 27, No.2 ('Moonlight')_ iii. Presto agitato.mp3",Classical
"Piano Sonata No. 24 in F-sharp Major, Op.78 ('For Therese'): i. Adagio cantabile. Allegro ma non troppo",Bruce Hungerford,Big Beethoven Box,47/176,2012,410,12.47 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"47 - Piano Sonata No. 24 in F-sharp Major, Op.78 ('For Therese')_ i. Adagio cantabile. Allegro ma non troppo.mp3",Classical
"Piano Sonata No. 17 in D Minor, Op. 31, No. 2 ('Tempest'): iii. Allegretto",Bruce Hungerford,Big Beethoven Box,18/176,2012,427,11.59 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"18 - Piano Sonata No. 17 in D Minor, Op. 31, No. 2 ('Tempest')_ iii. Allegretto.mp3",Classical
"Piano Sonata No. 32 in C Minor, Op. 111: i. Maestoso: Allegro con brio ed appassionato",Bruce Hungerford,Big Beethoven Box,56/176,2012,486,14.66 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"56 - Piano Sonata No. 32 in C Minor, Op. 111_ i. Maestoso_ Allegro con brio ed appassionato.mp3",Classical
"Piano Sonata No. 8 in C Minor, Op. 13 ('Pathétique') i. Grave. Allegro di molto e con brio",Bruce Hungerford,Big Beethoven Box,13/176,2012,491,15.16 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"13 - Piano Sonata No. 8 in C Minor, Op. 13 ('Pathétique') i. Grave. Allegro di molto e con brio.mp3",Classical
"Piano Sonata No. 17 in D Minor, Op. 31, No. 2 ('Tempest'): ii. Adagio",Bruce Hungerford,Big Beethoven Box,17/176,2012,496,13.12 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"17 - Piano Sonata No. 17 in D Minor, Op. 31, No. 2 ('Tempest')_ ii. Adagio.mp3",Classical
"Piano Sonata No. 17 in D Minor, Op. 31, No. 2 ('Tempest'): i. Largo. Allegro",Bruce Hungerford,Big Beethoven Box,16/176,2012,515,15.25 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"16 - Piano Sonata No. 17 in D Minor, Op. 31, No. 2 ('Tempest')_ i. Largo. Allegro.mp3",Classical
"Piano Sonata No. 21 in C Major, Op. 53 ('Waldstein'): i. Allegro con brio",Bruce Hungerford,Big Beethoven Box,45/176,2012,572,17.05 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"45 - Piano Sonata No. 21 in C Major, Op. 53 ('Waldstein')_ i. Allegro con brio.mp3",Classical
"Piano Sonata No.12 in A-flat Major, Op.26 ('Funeral March'): i. Andante con variazioni",Bruce Hungerford,Big Beethoven Box,162/176,2012,574,16.83 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"162 - Piano Sonata No.12 in A-flat Major, Op.26 ('Funeral March')_ i. Andante con variazioni.mp3",Classical
"Piano Sonata No. 21 in C Major, Op. 53 ('Waldstein'): ii. Introduzione: Molto adagio. Rondo: Allegro moderato",Bruce Hungerford,Big Beethoven Box,46/176,2012,789,23.19 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"46 - Piano Sonata No. 21 in C Major, Op. 53 ('Waldstein')_ ii. Introduzione_ Molto adagio. Rondo_ Allegro moderato.mp3",Classical
"Piano Sonata No. 30 in E Major, Op. 109: iii. Andante molto cantabile ed espressivo (Variations 1-6)",Bruce Hungerford,Big Beethoven Box,51/176,2012,876,25.60 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"51 - Piano Sonata No. 30 in E Major, Op. 109_ iii. Andante molto cantabile ed espressivo (Variations 1-6).mp3",Classical
"Piano Sonata No. 32 in C Minor, Op. 111: i. Arietta: Adagio molto semplice e cantabile (Theme and Variations)",Bruce Hungerford,Big Beethoven Box,57/176,2012,1061,30.83 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"57 - Piano Sonata No. 32 in C Minor, Op. 111_ i. Arietta_ Adagio molto semplice e cantabile (Theme and Variations).mp3",Classical
Muskrat Ramble,Canadian Brass,Basin Street,4,1987,170,10.64 MB,4/1/2011,D:\Music Library\Music (FLAC)\Canadian Brass\Basin Street\,04 Muskrat Ramble.flac,Classical
The Sheik of Araby,Canadian Brass,Basin Street,5,1987,181,11.66 MB,4/1/2011,D:\Music Library\Music (FLAC)\Canadian Brass\Basin Street\,05 The Sheik of Araby.flac,Classical
That's A Plenty,Canadian Brass,Basin Street,15,1987,200,14.85 MB,4/1/2011,D:\Music Library\Music (FLAC)\Canadian Brass\Basin Street\,15 That's A Plenty.flac,Classical
